TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;SIT;RAZAO_SOCIAL;CODIGO;TICKER;COMPANY_ID;QUOTAS;ISIN;YEAR_DIV_AVERAGE;PRICE_MARKET;VOLUME
F.I.I.;10.991.914/0001-15;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;2010-02-22;EM FUNCIONAMENTO NORMAL;FDO INV IMOB CAIXA CEDAE;CXCE;CXCE11B.SA;10.991.914/0001-15;68518;BRCXCECTF004;18.73;2278.0;44
F.I.I.;12.887.506/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA;2011-11-29;EM FUNCIONAMENTO NORMAL;FDO INV IMOB CAIXA TRX LOGÍSTICA RENDA;CXTL;CXTL11.SA;12.887.506/0001-43;53597;BRCXTLCTF003;1.05;438.0;3
F.I.I.;00.762.723/0001-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL;1995-07-07;EM FUNCIONAMENTO NORMAL;FDO INV IMOB CENTRO TEXTIL INTERNACIONAL;CTXT;CTXT11.SA;00.762.723/0001-28;2594279;BRCTXTCTF014;0.09;62.13;155
F.I.I.;23.582.914/0001-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ - FII;2015-11-19;EM FUNCIONAMENTO NORMAL;FDO INV IMOB CJ - FII;CJFI;;23.582.914/0001-03;45009054;;;0.0;0
F.I.I.;17.007.528/0001-95;FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO;2016-05-04;EM FUNCIONAMENTO NORMAL;FDO INV IMOB GENERAL SEVERIANO - FII;GESE;GESE11B.SA;17.007.528/0001-95;38868;BRGESECTF001;17.4;0.0;0
F.I.I.;17.590.518/0001-25;FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SHOPPING ATIVO E RENDA - FII;2013-06-26;EM FUNCIONAMENTO NORMAL;FDO INV IMOB GENERAL SHOPPING ATIVO E RENDA - FII;FIGS;FIGS11.SA;17.590.518/0001-25;2591500;BRFIGSCTF009;0.83;69.0;20080
F.I.I.;01.201.140/0001-90;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-02-27;EM FUNCIONAMENTO NORMAL;FDO INV IMOB GRAND PLAZA SHOPPING;ABCP;ABCP11.SA;01.201.140/0001-90;12203833;BRABCPCTF000;0.15;106.03;6530
F.I.I.;23.740.527/0001-58;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS;2016-12-14;EM FUNCIONAMENTO NORMAL;FDO INV IMOB GREEN TOWERS;GTWR;;23.740.527/0001-58;1200000;BRGTWRCTF003;1.21;0.0;0
F.I.I.;28.851.767/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;2017-11-09;EM FUNCIONAMENTO NORMAL;FDO INV IMOB HOSPITAL UNIMED SUL CAPIXABA;HUSC;HUSC11.SA;28.851.767/0001-43;850821;BRHUSCCTF009;0.9;175.0;4
F.I.I.;14.217.108/0001-45;FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL;2010-10-18;EM FUNCIONAMENTO NORMAL;FDO INV IMOB INDUSTRIAL DO BRASIL;FIIB;FIIB11.SA;14.217.108/0001-45;685000;BRFIIBCTF001;2.61;438.25;1980
F.I.I.;18.369.510/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII;2013-10-04;EM FUNCIONAMENTO NORMAL;FDO INV IMOB INFRA REAL ESTATE - FII;FINF;FINF11.SA;18.369.510/0001-04;666420;BRFINFCTF002;0.18;0.0;0
F.I.I.;28.830.325/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS;2017-11-22;EM FUNCIONAMENTO NORMAL;FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS;IRDM;IRDM11.SA;28.830.325/0001-10;1868099;BRIRDMCTF004;0.61;112.69;10161
F.I.I.;13.500.306/0001-59;FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL - FII;2011-07-13;EM FUNCIONAMENTO NORMAL;FDO INV IMOB MERCANTIL DO BRASIL - FII;MBRF;MBRF11.SA;13.500.306/0001-59;101664;BRMBRFCTF004;8.04;1162.99;55
F.I.I.;29.216.463/0001-77;FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS;2017-12-12;EM FUNCIONAMENTO NORMAL;FDO INV IMOB MOGNO FUNDO DE FUNDOS;MGFF;MGFF11.SA;29.216.463/0001-77;1205927;BRMGFFCTF008;0.54;97.38;3478
F.I.I.;23.537.203/0001-17;FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII;2015-11-19;EM FUNCIONAMENTO NORMAL;FDO INV IMOB MV9 - FII;MVFI;;23.537.203/0001-17;77850000;;;0.0;0
F.I.I.;28.516.650/0001-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST CYRELA FII;2017-09-21;EM FUNCIONAMENTO NORMAL;FUNDO INV IMOB - OURINVEST CYRELA - FII;OUCY;OUCY11.SA;28.516.650/0001-03;533916;BROUCYR07M12;0.47;92.0;884
F.I.I.;13.974.819/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA;2013-01-23;EM FUNCIONAMENTO NORMAL;FDO INV IMOB OURINVEST LOGÍSTICA;PDDA;PDDA11B.SA;13.974.819/0001-00;1061694;BRPDDACTF004;0.81;105.0;960
F.I.I.;28.693.595/0001-27;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I;2017-10-13;EM FUNCIONAMENTO NORMAL;FDO INV IMOB - OURINVEST RE I;WTSP;WTSP11B.SA;28.693.595/0001-27;992565;BRWTSPCTF002;0.55;78.0;27
F.I.I.;00.613.094/0001-74;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;1995-03-08;EM FUNCIONAMENTO NORMAL;FDO INV IMOB PANAMBY;PABY;PABY11.SA;00.613.094/0001-74;758400;BRPABYCTF012;0.13;23.2;13
F.I.I.;17.161.979/0001-82;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA;2013-01-16;EM FUNCIONAMENTO NORMAL;FDO INV IMOB PEDRA NEGRA RENDA IMOB;FPNG;FPNG11.SA;17.161.979/0001-82;636000;BRFPNGCTF005;0.83;0.0;0
F.I.I.;18.497.672/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II - FII;2014-05-08;EM FUNCIONAMENTO NORMAL;FDO INV IMOB POLO ESTOQUE II - FII;ESTQ;;18.497.672/0001-10;44619577;;;0.0;0
F.I.I.;14.721.889/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA;2012-12-20;EM FUNCIONAMENTO NORMAL;FDO INV IMOB POLO SHOPPING INDAIATUBA;VPSI;VPSI11.SA;14.721.889/0001-00;7849196;BRVPSICTF007;0.12;0.0;0
F.I.I.;27.529.279/0001-51;FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS;2017-08-07;EM FUNCIONAMENTO NORMAL;FDO INV IMOB RBR ALPHA FUNDOS DE FUNDOS;RBRF;RBRF11.SA;27.529.279/0001-51;1623931;BRRBRFCTF003;0.63;102.0;8319
F.I.I.;30.166.700/0001-11;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PRIVATE CREDITO IMOBILIARIO;2018-04-17;EM FUNCIONAMENTO NORMAL;FDO INV IMOB RBR PRIVATE CRÉDITO IMOB;FRBR;;30.166.700/0001-11;1500000;BRFRBRR02M13;0.74;0.0;0
F.I.I.;21.408.063/0001-51;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;2014-11-11;EM FUNCIONAMENTO NORMAL;FDO INV IMOB RBR PROPERTIES - FII;RBRP;RBRP11.SA;21.408.063/0001-51;339960;BRRBRPCTF002;0.5;79.5373;0
F.I.I.;03.683.056/0001-86;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;2000-02-01;EM FUNCIONAMENTO NORMAL;FDO INV IMOB RIO BRAVO RENDA CORPORATIVA;FFCI;FFCI11.SA;03.683.056/0001-86;2170000;BRFFCICTF005;0.61;172.81;2148
F.I.I.;15.576.907/0001-70;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII;2012-11-01;EM FUNCIONAMENTO NORMAL;FDO INV IMOB RIO BRAVO RENDA VAREJO - FII;AGCX;AGCX11.SA;15.576.907/0001-70;405000;BRAGCXCTF003;7.4;1209.0;106
F.I.I.;15.006.286/0001-90;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII;2012-06-04;EM FUNCIONAMENTO NORMAL;FDO INV IMOB RIO NEGRO - FII;RNGO;RNGO11.SA;15.006.286/0001-90;2676000;BRRNGOCTF003;0.5;85.48;2846
F.I.I.;15.006.286/0001-90;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII;2012-06-04;EM FUNCIONAMENTO NORMAL;FDO INV IMOB RIO NEGRO - FII;RNGO;RNGO11.SA;15.006.286/0001-90;2676000;BRRNGOCTF003;0.5;85.48;2846
F.I.I.;09.350.920/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO;2008-07-28;EM FUNCIONAMENTO NORMAL;FDO INV IMOB SÃO FERNANDO;SFND;SFND11.SA;09.350.920/0001-04;981472;BRSFNDCTF006;0.8;0.0;0
F.I.I.;12.804.013/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401;2012-07-10;EM FUNCIONAMENTO NORMAL;FDO INV IMOB SC 401;FISC;FISC11.SA;12.804.013/0001-00;127800;BRFISCCTF008;0.1;0.0;0
F.I.I.;16.671.412/0001-93;FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII;2012-11-16;EM FUNCIONAMENTO NORMAL;FDO INV IMOB SDI RIO BRAVO RENDA LOGISTICA - FII;SDIL;SDIL11.SA;16.671.412/0001-93;3422972;BRSDILCTF004;0.57;108.31;3923
F.I.I.;16.671.412/0001-93;FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII;2012-11-16;EM FUNCIONAMENTO NORMAL;FDO INV IMOB SDI RIO BRAVO RENDA LOGISTICA - FII;SDIL;SDIL11.SA;16.671.412/0001-93;3422972;BRSDILCTF004;0.57;108.31;3923
F.I.I.;03.507.519/0001-59;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENOPOLIS;1999-12-21;EM FUNCIONAMENTO NORMAL;FDO INV IMOB SHOPPING PÁTIO HIGIENÓPOLIS;SHPH;SHPH11.SA;03.507.519/0001-59;608950;BRSHPHCTF008;3.71;920.0;74
F.I.I.;25.032.881/0001-53;FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL;2016-06-28;EM FUNCIONAMENTO NORMAL;FDO INV IMOB TG ATIVO REAL;TGAR;TGAR11.SA;25.032.881/0001-53;713404;BRTGARCTF009;0.82;125.36;9389
F.I.I.;12.948.291/0001-23;FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;2011-01-07;EM FUNCIONAMENTO NORMAL;FDO INV IMOB THE ONE;ONEF;ONEF11.SA;12.948.291/0001-23;911000;BRONEFCTF003;0.69;144.41;314
F.I.I.;26.395.660/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET I;2016-10-21;EM FUNCIONAMENTO NORMAL;FDO INV IMOB TOURMALET I;TORM;TORM13.SA;26.395.660/0001-02;1880850;BRTORMCTF024;0.65;0.0;0
F.I.I.;30.578.316/0001-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II;2018-07-26;EM FUNCIONAMENTO NORMAL;FDO INV IMOB TOURMALET II;TOUR;TOUR11.SA;30.578.316/0001-26;800000;BRTOURCTF019;3.3;0.0;0
F.I.I.;08.693.497/0001-82;FUNDO DE INVESTIMENTO IMOBILIARIO VEREDA - FII;2007-05-31;EM FUNCIONAMENTO NORMAL;FDO INV IMOB VEREDA - FII;VERE;VERE11.SA;08.693.497/0001-82;550084;BRVERECTF002;1.49;0.0;0
F.I.I.;00.332.266/0001-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING - FII;1995-02-06;EM FUNCIONAMENTO NORMAL;FDO INV IMOB VIA PARQUE SHOPPING - FII;FVPQ;FVPQ11.SA;00.332.266/0001-31;2584398;BRFVPQCTF015;1.15;189.81;344
F.I.I.;17.854.016/0001-64;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII;2014-07-01;EM FUNCIONAMENTO NORMAL;FDO INV IMOB VIDA NOVA - FII;FIVN;FIVN11.SA;17.854.016/0001-64;9412630;;;2.99;672
F.I.I.;27.368.600/0001-63;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;2017-11-16;EM FUNCIONAMENTO NORMAL;FDO INV IMOB VOTORANTIM LOGISTICA;VTLT;VTLT11.SA;27.368.600/0001-63;2115000;BRVTLTCTF001;0.74;100.9;20
F.I.I.;23.740.595/0001-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING;2018-07-17;EM FUNCIONAMENTO NORMAL;FDO INV IMOB VOTORANTIM SHOPPING;VSHO;VSHO11.SA;23.740.595/0001-17;2098800;BRVSHOCTF002;0.66;102.1;913
F.I.I.;11.769.604/0001-13;GENERAL SHOPPING E OUTLETS DO BRASIL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-05-19;EM FUNCIONAMENTO NORMAL;GENERAL SHOP E OUTLETS DO BRASIL FDO INV IMOB - FI;GSFI;;11.769.604/0001-13;68482196;;;0.0;0
F.I.I.;26.614.291/0001-00;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-01-11;EM FUNCIONAMENTO NORMAL;GGR COVEPI RENDA FDO INV IMOB;GGRC;GGRC11.SA;26.614.291/0001-00;6503028;BRGGRCCTF002;0.72;131.79;10134
F.I.I.;27.771.586/0001-44;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;2017-06-13;EM FUNCIONAMENTO NORMAL;GRUPO RCFA FDO INV IMOB;RCFA;;27.771.586/0001-44;11678533;;;0.0;0
F.I.I.;14.631.148/0001-39;HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-05-31;EM FUNCIONAMENTO NORMAL;HAZ FDO INV IMOB - FII;ATCR;ATCR11.SA;14.631.148/0001-39;908046;BRATCRCTF008;0.05;0.0;0
F.I.I.;12.809.972/0001-00;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2010-11-01;EM FUNCIONAMENTO NORMAL;HEDGE ATRIUM SHOPPING SANTO ANDRE FDO INV IMOB;ATSA;ATSA11.SA;12.809.972/0001-00;1715200;BRATSACTF000;0.79;111.99;3
F.I.I.;08.431.747/0001-06;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;2006-12-28;EM FUNCIONAMENTO NORMAL;HEDGE BRASIL SHOPPING FDO INV IMOB;HGBS;HGBS11.SA;08.431.747/0001-06;6718650;BRHGBSCTF000;1.15;252.5;7238
F.I.I.;16.929.519/0001-99;HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-12-29;EM FUNCIONAMENTO NORMAL;HEDGE REALTY DEVELOPMENT FDO INV IMOB;HRDF;;16.929.519/0001-99;7587125;;;0.0;0
F.I.I.;14.733.211/0001-48;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-03-16;EM FUNCIONAMENTO NORMAL;HEDGE SHOPPING PRAÇA DA MOÇA FDO INV IMOB;HMOC;HMOC11.SA;14.733.211/0001-48;382017;BRHMOCCTF005;1.08;229.89;0
F.I.I.;16.875.388/0001-04;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-05-10;EM FUNCIONAMENTO NORMAL;HEDGE TOP FOFII 2 FDO INV IMOB;FOFT;FOFT11.SA;16.875.388/0001-04;1196040;BRFOFTCTF007;3.05;91.0;205
F.I.I.;18.307.582/0001-19;HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-10-19;EM FUNCIONAMENTO NORMAL;HEDGE TOP FOFII 3 FDO INV IMOB;HFOF;HFOF11.SA;18.307.582/0001-19;2468390;BRHFOFCTF002;0.61;100.75;11595
F.I.I.;20.834.884/0001-97;HEDGE TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-10-17;EM FUNCIONAMENTO NORMAL;HEDGE TOP FOFII FDO INV IMOB;TFOF;TFOF11.SA;20.834.884/0001-97;850530;BRTFOFCTF007;5.08;0.0;0
F.I.I.;16.915.868/0001-51;JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2013-07-22;EM FUNCIONAMENTO NORMAL;JHSF RIO BRAVO FAZENDA BOA VISTA CAP. PROT. - FII;RBBV;RBBV11.SA;16.915.868/0001-51;1254164;BRRBBVCTF004;0.48;83.0;181
F.I.I.;30.982.880/0001-00;JPP ALLOCATON MOGNO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-12-04;EM FUNCIONAMENTO NORMAL;JPP ALLOCATION MOGNO - FDO INV IMOB;JPPA;;30.982.880/0001-00;500000;;;0.0;0
F.I.I.;17.216.625/0001-98;JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-05-03;EM FUNCIONAMENTO NORMAL;JPP CAPITAL FDO INV IMOB - FII;JPPC;JPPC11.SA;17.216.625/0001-98;55000;BRJPPCCTF001;1.83;0.0;0
F.I.I.;13.371.132/0001-71;JS REAL ESTATE MULTIGESTÃO - FII;2011-06-08;EM FUNCIONAMENTO NORMAL;JS REAL ESTATE MULTIGESTÃO - FII;JSRE;JSRE11.SA;13.371.132/0001-71;8081791;BRJSRECTF007;0.52;108.1;10041
F.I.I.;23.876.086/0001-16;JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB;2016-03-23;EM FUNCIONAMENTO NORMAL;JT PREV FDO INV IMOB DESENVOLVIMENTO HABITACIONAL;JTPR;JTPR11.SA;23.876.086/0001-16;214674;BRJTPRCTF001;0.51;0.0;0
F.I.I.;30.130.708/0001-28;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-04-13;EM FUNCIONAMENTO NORMAL;KINEA HIGH YIELD CRI FDO INV IMOB - FII;KNHY;KNHY11.SA;30.130.708/0001-28;4000000;BRKNHYCTF005;0.47;111.0;3850
F.I.I.;14.423.780/0001-97;KINEA II REAL ESTATE EQUITY FII;2011-12-07;EM FUNCIONAMENTO NORMAL;KINEA II REAL ESTATE EQUITY FDO INV IMOB;KNRE;KNRE11.SA;14.423.780/0001-97;18547161;BRKNRECTF006;0.16;8.49;6466
F.I.I.;24.960.430/0001-13;KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-06-10;EM FUNCIONAMENTO NORMAL;KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII;KNIP;KNIP11.SA;24.960.430/0001-13;17450886;BRKNIPR03M14;0.68;110.65;11964
F.I.I.;12.005.956/0001-65;KINEA RENDA IMOBILIÁRIA - FII;2010-10-22;EM FUNCIONAMENTO NORMAL;KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII;KNRI;KNRI11.SA;12.005.956/0001-65;15524207;BRKNRICTF007;0.78;149.01;19859
F.I.I.;16.706.958/0001-32;KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-11-05;EM FUNCIONAMENTO NORMAL;KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII;KNCR;KNCR11.SA;16.706.958/0001-32;34902454;BRKNCRCTF000;0.57;103.93;22783
F.I.I.;17.209.378/0001-00;LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-04-03;EM FUNCIONAMENTO NORMAL;LATERES FDO INV IMOB - FII;LATR;LATR11B.SA;17.209.378/0001-00;124104;BRLATRCTF009;16.23;0.0;0
F.I.I.;30.579.348/0001-46;MAC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-07-27;EM FUNCIONAMENTO NORMAL;MAC FDO INV IMOB;DMAC;DMAC11.SA;30.579.348/0001-46;156108;BRDMACCTF003;7.36;783.5;7
F.I.I.;26.499.833/0001-32;MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-11-18;EM FUNCIONAMENTO NORMAL;MALLS BRASIL PLURAL FDO INV IMOB;MALL;MALL11.SA;26.499.833/0001-32;2636769;BRMALLCTF007;0.59;109.0;7022
F.I.I.;97.521.225/0001-25;MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-04-13;EM FUNCIONAMENTO NORMAL;MAXI RENDA FDO INV IMOB - FII;MXRF;MXRF11.SA;97.521.225/0001-25;31482823;BRMXRFCTF008;0.07;10.84;97310
F.I.I.;16.915.968/0001-88;MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO;2013-03-06;EM FUNCIONAMENTO NORMAL;MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII - FII;MFII;MFII11.SA;16.915.968/0001-88;2002613;BRMFIICTF008;1.16;109.48;4305
F.I.I.;22.957.521/0001-74;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-10-10;EM FUNCIONAMENTO NORMAL;MULTI PROPERTIES FDO INV IMOB - FII;PRTS;PRTS11.SA;22.957.521/0001-74;51727500;;;0.0;0
F.I.I.;22.459.737/0001-00;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2016-02-23;EM FUNCIONAMENTO NORMAL;MULTI SHOPPINGS FDO INV IMOB - FII;SHOP;SHOP11.SA;22.459.737/0001-00;1200000;;;0.0;0
F.I.I.;10.456.810/0001-00;MULTIGESTÃO RENDA COMERCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2008-12-09;EM FUNCIONAMENTO NORMAL;MULTIGESTÃO RENDA COMERCIAL FDO INV IMOB - FII;DRIT;DRIT11B.SA;10.456.810/0001-00;463277;BRDRITCTF009;0.7;189.99;23
F.I.I.;22.003.469/0001-17;NOVA I - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2015-12-15;EM FUNCIONAMENTO NORMAL;NOVA I - FDO INV IMOB - FII;NVIF;NVIF11B.SA;22.003.469/0001-17;337400;BRNVIFCTF009;0.92;0.0;0
F.I.I.;01.235.622/0001-61;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-03-25;EM FUNCIONAMENTO NORMAL;OPPORTUNITY FDO INV IMOB;FTCE;FTCE11B.SA;01.235.622/0001-61;753397;BRFTCECTF005;37.25;0.0;0
F.I.I.;26.091.656/0001-50;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII;2016-11-30;EM FUNCIONAMENTO NORMAL;OURINVEST JPP FDO INV IMOB - FII;OUJP;OUJP11.SA;26.091.656/0001-50;720000;BROUJPCTF006;0.82;111.75;713
F.I.I.;19.107.604/0001-60;OURO PRETO DESENVOLVIMENTO IMOBILIARIO I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2016-04-29;EM FUNCIONAMENTO NORMAL;OURO PRETO DESENV IMOB I FDO INV IMOB - FII;ORPD;ORPD11.SA;19.107.604/0001-60;290000;BRORPDCTF005;1.38;123.62;2
F.I.I.;30.048.651/0001-12;PÁTRIA EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-04-06;EM FUNCIONAMENTO NORMAL;PÁTRIA EDIFÍCIOS CORPORATIVOS FDO INV IMOB - FII;PATC;PATC11.SA;30.048.651/0001-12;1502052;;;95.26;4938
F.I.I.;14.056.001/0001-62;PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-09-27;EM FUNCIONAMENTO NORMAL;PERSONALE I FDO INV IMOB - FII;PRSN;PRSN11B.SA;14.056.001/0001-62;51699979;BRPRSNCTF005;0.03;0.0;0
F.I.I.;14.080.689/0001-16;POLO FII - FII RECEBÍVEIS IMOBILIÁRIOS I;2011-10-31;EM FUNCIONAMENTO NORMAL;POLO FDO INV IMOB - FII RECEBÍVEIS IMOBILIÁRIOS I;PLRI;PLRI11.SA;14.080.689/0001-16;954304;BRPLRICTF000;0.49;65.9;47
F.I.I.;17.156.502/0001-09;POLO FUNDO DE INVESTIMENTO IMOBILIARIO - RECEBIVEIS IMOBILIARIOS II - FII;2012-12-12;EM FUNCIONAMENTO NORMAL;POLO FDO INV IMOB - RECEBÍVEIS IMOB II - FII;PORD;PORD11.SA;17.156.502/0001-09;1000000;BRPORDCTF005;6.05;97.0;21972
F.I.I.;31.962.875/0001-06;PROLOGIS BRAZIL LOGISTICS VENTURE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-12-06;EM FUNCIONAMENTO NORMAL;PROLOGIS BRAZIL LOGISTICS VENTURE FDO INV IMOB;PBLV;;31.962.875/0001-06;2750000;;;0.0;0
F.I.I.;11.945.604/0001-27;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-10-18;EM FUNCIONAMENTO NORMAL;RB CAPITAL DESENV. RESID. II FDO INV IMOB - FII;RBDS;RBDS11.SA;11.945.604/0001-27;126523;BRRBDSCTF006;6.17;190.88;36
F.I.I.;13.652.006/0001-95;RB CAPITAL GENERAL SHOPPING SULACAP  FII;2011-08-25;EM FUNCIONAMENTO NORMAL;RB CAPITAL GENERAL SHOP SULACAP FDO INV IMOB - FII;RBGS;RBGS11.SA;13.652.006/0001-95;1078000;BRRBGSCTF009;0.16;44.05;906
F.I.I.;08.696.175/0001-97;RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2007-03-28;EM FUNCIONAMENTO NORMAL;RB CAPITAL RENDA I FDO INV IMOB - FII;FIIP;FIIP11B.SA;08.696.175/0001-97;927162;BRFIIPCTF001;1.45;195.1;821
F.I.I.;09.006.914/0001-34;RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2007-09-05;EM FUNCIONAMENTO NORMAL;RB CAPITAL RENDA II FDO INV IMOB - FII;RBRD;RBRD11.SA;09.006.914/0001-34;1848383;BRRBRDCTF008;0.75;90.44;762
F.I.I.;26.511.274/0001-39;RB CAPITAL RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2017-11-21;EM FUNCIONAMENTO NORMAL;RB CAPITAL RENDIMENTOS IMOB FDO INV IMOB - FII;RCRI;RCRI11B.SA;26.511.274/0001-39;60014;BRRCRICTF005;7.73;0.0;0
F.I.I.;29.299.737/0001-39;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-01-18;EM FUNCIONAMENTO NORMAL;RB CAPITAL TFO SITUS FDO INV IMOB - FII;RBTS;;29.299.737/0001-39;56525;;;0.0;0
